Location,Population,STATEFP,PLACEFP,PLACENS,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,hospital_count,Fire_station_counts_Population,Fire_station_counts_STATEFP,Fire_station_counts_PLACEFP,Fire_station_counts_PLACENS,Fire_station_counts_GEOID,Fire_station_counts_GEOIDFQ,Fire_station_counts_NAME,Fire_station_counts_NAMELSAD,Fire_station_counts_LSAD,Fire_station_counts_CLASSFP,Fire_station_counts_PCICBSA,Fire_station_counts_MTFCC,Fire_station_counts_FUNCSTAT,Fire_station_counts_ALAND,Fire_station_counts_AWATER,Fire_station_counts_INTPTLAT,Fire_station_counts_INTPTLON,Fire_station_counts_fire_station_count,Shortest lines_Population,Shortest lines_STATEFP,Shortest lines_PLACEFP,Shortest lines_PLACENS,Shortest lines_GEOID,Shortest lines_GEOIDFQ,Shortest lines_NAME,Shortest lines_NAMELSAD,Shortest lines_LSAD,Shortest lines_CLASSFP,Shortest lines_PCICBSA,Shortest lines_MTFCC,Shortest lines_FUNCSTAT,Shortest lines_ALAND,Shortest lines_AWATER,Shortest lines_INTPTLAT,Shortest lines_INTPTLON,Shortest lines_objectid,Shortest lines_fraarcid,Shortest lines_frfranode,Shortest lines_tofranode,Shortest lines_stfips,Shortest lines_cntyfips,Shortest lines_stcntyfips,Shortest lines_stateab,Shortest lines_country,Shortest lines_fradistrct,Shortest lines_rrowner1,Shortest lines_rrowner2,Shortest lines_rrowner3,Shortest lines_trkrghts1,Shortest lines_trkrghts2,Shortest lines_trkrghts3,Shortest lines_trkrghts4,Shortest lines_trkrghts5,Shortest lines_trkrghts6,Shortest lines_trkrghts7,Shortest lines_trkrghts8,Shortest lines_trkrghts9,Shortest lines_division,Shortest lines_subdiv,Shortest lines_branch,Shortest lines_yardname,Shortest lines_passngr,Shortest lines_stracnet,Shortest lines_tracks,Shortest lines_net,Shortest lines_miles,Shortest lines_km,Shortest lines_timezone,Shortest lines_shape_Length,Shortest lines_distance
Blountsville town," 98 ","18","05896","02396594","1805896",1600000US1805896,Blountsville,Blountsville town,"43",C1,N,G4110,A,"293344","3484","+40.0602550","-085.2398357",0," 98 ","18","05896","02396594","1805896",1600000US1805896,Blountsville,Blountsville town,"43",C1,N,G4110,A,"293344","3484","+40.0602550","-085.2398357",1," 98 ","18","05896","02396594","1805896",1600000US1805896,Blountsville,Blountsville town,"43",C1,N,G4110,A,"293344","3484","+40.0602550","-085.2398357","205641","506236","428708","428717","18","065","18065",IN,US,"4",XXXX,,,,,,,,,,,,,,,,,,0,T,0.21980929,0.35374946,E,0.00390055160297053,0
Bluffton city," 10,379 ","18","06220","02394209","1806220",1600000US1806220,Bluffton,Bluffton city,"25",C1,N,G4110,A,"22086150","335630","+40.7434788","-085.1721114",1," 10,379 ","18","06220","02394209","1806220",1600000US1806220,Bluffton,Bluffton city,"25",C1,N,G4110,A,"22086150","335630","+40.7434788","-085.1721114",1," 10,379 ","18","06220","02394209","1806220",1600000US1806220,Bluffton,Bluffton city,"25",C1,N,G4110,A,"22086150","335630","+40.7434788","-085.1721114","202460","503049","428871","428858","18","179","18179",IN,US,"4",NS,,,,,,,,,,,,,,,,,,0,O,0.38418288,0.61828365,E,0.00579122271273575,0
Boonville city," 6,676 ","18","06616","02394221","1806616",1600000US1806616,Boonville,Boonville city,"25",C1,N,G4110,A,"14842409","94029","+38.0466103","-087.2910265",1," 6,676 ","18","06616","02394221","1806616",1600000US1806616,Boonville,Boonville city,"25",C1,N,G4110,A,"14842409","94029","+38.0466103","-087.2910265",1," 6,676 ","18","06616","02394221","1806616",1600000US1806616,Boonville,Boonville city,"25",C1,N,G4110,A,"14842409","94029","+38.0466103","-087.2910265","194307","494892","417798","418059","18","173","18173",IN,US,"4",NS,,,,,,,,,,,,MIDWEST,EVANSVILLE BRANCH,EVANSVILLE BRANCH,,,,1,M,1.83159796,2.94767708,C,0.0334898520677588,0
Borden town," 801 ","18","06634","02396596","1806634",1600000US1806634,Borden,Borden town,"43",C1,N,G4110,A,"3604815","885","+38.4719805","-085.9481646",0," 801 ","18","06634","02396596","1806634",1600000US1806634,Borden,Borden town,"43",C1,N,G4110,A,"3604815","885","+38.4719805","-085.9481646",1," 801 ","18","06634","02396596","1806634",1600000US1806634,Borden,Borden town,"43",C1,N,G4110,A,"3604815","885","+38.4719805","-085.9481646","194837","495422","425572","426143","18","019","18019",IN,US,"4",CSXT,,,,,,,,,,,,,HOOSIER,,,,,0,X,10.43013651,16.78571118,E,0.178848418338425,0
Boston town," 148 ","18","06652","02396597","1806652",1600000US1806652,Boston,Boston town,"43",C1,N,G4110,A,"562591","0","+39.7411672","-084.8517917",0," 148 ","18","06652","02396597","1806652",1600000US1806652,Boston,Boston town,"43",C1,N,G4110,A,"562591","0","+39.7411672","-084.8517917",1," 148 ","18","06652","02396597","1806652",1600000US1806652,Boston,Boston town,"43",C1,N,G4110,A,"562591","0","+39.7411672","-084.8517917","195776","496361","430139","430148","18","177","18177",IN,US,"4",IERR,,,,,,,,,,,,,,,,,,0,O,0.17494217,0.28154269,E,0.00328387269839153,67.0128902057216
Boswell town," 799 ","18","06706","02396598","1806706",1600000US1806706,Boswell,Boswell town,"43",C1,N,G4110,A,"2289585","0","+40.5171891","-087.3753432",0," 799 ","18","06706","02396598","1806706",1600000US1806706,Boswell,Boswell town,"43",C1,N,G4110,A,"2289585","0","+40.5171891","-087.3753432",1," 799 ","18","06706","02396598","1806706",1600000US1806706,Boswell,Boswell town,"43",C1,N,G4110,A,"2289585","0","+40.5171891","-087.3753432","193157","493742","416592","417265","18","007","18007",IN,US,"4",KBSR,,,,,,,,,,,,WESTERN,BOSWELL LINE,BOSEWELL LINE,,,,1,M,4.21010885,6.77552696,E,0.0789078635606512,0
Bourbon town," 1,683 ","18","06760","02396599","1806760",1600000US1806760,Bourbon,Bourbon town,"43",C1,N,G4110,A,"2981485","9448","+41.2993941","-086.1168524",0," 1,683 ","18","06760","02396599","1806760",1600000US1806760,Bourbon,Bourbon town,"43",C1,N,G4110,A,"2981485","9448","+41.2993941","-086.1168524",1," 1,683 ","18","06760","02396599","1806760",1600000US1806760,Bourbon,Bourbon town,"43",C1,N,G4110,A,"2981485","9448","+41.2993941","-086.1168524","206472","507067","424699","425113","18","099","18099",IN,US,"4",CFE,,,NS,,,,,,,,,NORTHERN,FORT WAYNE,#N\A,,,,1,M,4.0087207,6.45142351,E,0.0753916449448304,0
Brazil city," 8,176 ","18","07174","02393404","1807174",1600000US1807174,Brazil,Brazil city,"25",C1,N,G4110,A,"9549195","81690","+39.5224487","-087.1244791",1," 8,176 ","18","07174","02393404","1807174",1600000US1807174,Brazil,Brazil city,"25",C1,N,G4110,A,"9549195","81690","+39.5224487","-087.1244791",1," 8,176 ","18","07174","02393404","1807174",1600000US1807174,Brazil,Brazil city,"25",C1,N,G4110,A,"9549195","81690","+39.5224487","-087.1244791","335278","494304","418620","419019","18","021","18021",IN,US,"4",CSXT,,,,,,,,,,,,CHICAGO,ST LOUIS LINE,#N\A,,,S,2,M,3.65804562,5.88706554,E,0.0683109182315304,7846.60118740097
Bremen town," 4,642 ","18","07318","02396601","1807318",1600000US1807318,Bremen,Bremen town,"43",C1,N,G4110,A,"7339434","11642","+41.4487624","-086.1506537",1," 4,642 ","18","07318","02396601","1807318",1600000US1807318,Bremen,Bremen town,"43",C1,N,G4110,A,"7339434","11642","+41.4487624","-086.1506537",1," 4,642 ","18","07318","02396601","1807318",1600000US1807318,Bremen,Bremen town,"43",C1,N,G4110,A,"7339434","11642","+41.4487624","-086.1506537","195664","496249","424645","424647","18","099","18099",IN,US,"4",CSXT,,,,,,,,,,,,,,,,,,0,O,0.04984495,0.08021782,E,0.000911381104786281,0
Bristol town," 1,787 ","18","07750","02396602","1807750",1600000US1807750,Bristol,Bristol town,"43",C1,N,G4110,A,"11590199","371540","+41.7185737","-085.8246529",0," 1,787 ","18","07750","02396602","1807750",1600000US1807750,Bristol,Bristol town,"43",C1,N,G4110,A,"11590199","371540","+41.7185737","-085.8246529",1," 1,787 ","18","07750","02396602","1807750",1600000US1807750,Bristol,Bristol town,"43",C1,N,G4110,A,"11590199","371540","+41.7185737","-085.8246529","194286","494871","426047","426100","18","039","18039",IN,US,"4",GDLK,,,,,,,,,,,,LEASED/FOREIGN,KALAMAZOO,KALAMAZOO BRANCH,,,,1,M,0.40655145,0.65428245,E,0.00765587795718027,0
Brook town," 933 ","18","07966","02396604","1807966",1600000US1807966,Brook,Brook town,"43",C1,N,G4110,A,"1754366","24110","+40.8660965","-087.3657217",0," 933 ","18","07966","02396604","1807966",1600000US1807966,Brook,Brook town,"43",C1,N,G4110,A,"1754366","24110","+40.8660965","-087.3657217",1," 933 ","18","07966","02396604","1807966",1600000US1807966,Brook,Brook town,"43",C1,N,G4110,A,"1754366","24110","+40.8660965","-087.3657217","205532","506127","416660","416659","18","111","18111",IN,US,"4",,,,,,,,,,,,,,,,,,,0,A,1.86453703,3.00068748,C,0.027023538861383,10265.3591238261
Brooklyn town," 2,534 ","18","08038","02396605","1808038",1600000US1808038,Brooklyn,Brooklyn town,"43",C1,N,G4110,A,"2563099","32838","+39.5445180","-086.3698513",0," 2,534 ","18","08038","02396605","1808038",1600000US1808038,Brooklyn,Brooklyn town,"43",C1,N,G4110,A,"2563099","32838","+39.5445180","-086.3698513",1," 2,534 ","18","08038","02396605","1808038",1600000US1808038,Brooklyn,Brooklyn town,"43",C1,N,G4110,A,"2563099","32838","+39.5445180","-086.3698513","206752","507347","423538","423380","18","109","18109",IN,US,"4",ISRR,,,,,,,,,,,,NORTHERN,PETERSBURG,#N\A,,,,1,M,5.95658489,9.58621333,E,0.0958796310159134,0
Brooksburg town," 71 ","18","08092","02396607","1808092",1600000US1808092,Brooksburg,Brooksburg town,"43",C1,N,G4110,A,"263163","22555","+38.7358593","-085.2453270",0," 71 ","18","08092","02396607","1808092",1600000US1808092,Brooksburg,Brooksburg town,"43",C1,N,G4110,A,"263163","22555","+38.7358593","-085.2453270",1," 71 ","18","08092","02396607","1808092",1600000US1808092,Brooksburg,Brooksburg town,"43",C1,N,G4110,A,"263163","22555","+38.7358593","-085.2453270","199939","500527","427971","427982","18","077","18077",IN,US,"4",CMPA,,,,,,,,,,,,,,,,,,0,X,0.16535581,0.26611491,E,0.00281586411750045,16080.1145094733
Brookston town," 1,628 ","18","08146","02396608","1808146",1600000US1808146,Brookston,Brookston town,"43",C1,N,G4110,A,"1709567","0","+40.6009467","-086.8663517",0," 1,628 ","18","08146","02396608","1808146",1600000US1808146,Brookston,Brookston town,"43",C1,N,G4110,A,"1709567","0","+40.6009467","-086.8663517",1," 1,628 ","18","08146","02396608","1808146",1600000US1808146,Brookston,Brookston town,"43",C1,N,G4110,A,"1709567","0","+40.6009467","-086.8663517","195313","495898","420620","420639","18","181","18181",IN,US,"4",CSXT,,,AMTK,TPW,,,,,,,,,,,,,,0,S,1.13916839,1.83331747,E,0.0165195506602035,0
Brookville town," 2,641 ","18","08182","02396609","1808182",1600000US1808182,Brookville,Brookville town,"43",C1,N,G4110,A,"3618455","127262","+39.4232728","-085.0101600",0," 2,641 ","18","08182","02396609","1808182",1600000US1808182,Brookville,Brookville town,"43",C1,N,G4110,A,"3618455","127262","+39.4232728","-085.0101600",1," 2,641 ","18","08182","02396609","1808182",1600000US1808182,Brookville,Brookville town,"43",C1,N,G4110,A,"3618455","127262","+39.4232728","-085.0101600","198721","499307","429501","429778","18","047","18047",IN,US,"4",IORY,,,,,,,,,,,,NORTHERN,BROOKVILLE,#N\A,,,,1,M,6.88379379,11.07841439,E,0.113967270660438,0
Brownsburg town," 31,193 ","18","08416","02396611","1808416",1600000US1808416,Brownsburg,Brownsburg town,"43",C1,N,G4110,A,"44037306","239719","+39.8344356","-086.3856928",0," 31,193 ","18","08416","02396611","1808416",1600000US1808416,Brownsburg,Brownsburg town,"43",C1,N,G4110,A,"44037306","239719","+39.8344356","-086.3856928",1," 31,193 ","18","08416","02396611","1808416",1600000US1808416,Brownsburg,Brownsburg town,"43",C1,N,G4110,A,"44037306","239719","+39.8344356","-086.3856928","189170","489748","423760","423508","18","063","18063",IN,US,"4",CSXT,,,CIND,,,,,,,,,CHICAGO,FRANKFORT SECONDARY,#N\A,,,,1,M,5.36123475,8.62808824,E,0.0859252000862928,0
Brownstown town," 3,009 ","18","08470","02396612","1808470",1600000US1808470,Brownstown,Brownstown town,"43",C1,N,G4110,A,"4192128","13811","+38.8790793","-086.0476935",0," 3,009 ","18","08470","02396612","1808470",1600000US1808470,Brownstown,Brownstown town,"43",C1,N,G4110,A,"4192128","13811","+38.8790793","-086.0476935",1," 3,009 ","18","08470","02396612","1808470",1600000US1808470,Brownstown,Brownstown town,"43",C1,N,G4110,A,"4192128","13811","+38.8790793","-086.0476935","190732","491310","425111","425219","18","071","18071",IN,US,"4",CSXT,,,,,,,,,,,,LOUISVILLE,INDIANA (CSXT),#N\A,,,,1,M,0.74569487,1.20008197,E,0.0130107615275984,0
Bruceville town," 444 ","18","08578","02396613","1808578",1600000US1808578,Bruceville,Bruceville town,"43",C1,N,G4110,A,"888034","0","+38.7580200","-087.4154004",0," 444 ","18","08578","02396613","1808578",1600000US1808578,Bruceville,Bruceville town,"43",C1,N,G4110,A,"888034","0","+38.7580200","-087.4154004",1," 444 ","18","08578","02396613","1808578",1600000US1808578,Bruceville,Bruceville town,"43",C1,N,G4110,A,"888034","0","+38.7580200","-087.4154004","336195","499282","416241","416572","18","083","18083",IN,US,"4",CSXT,,,,,,,,,,,,NASHVILLE,CED,#N\A,,,S,1,M,4.31512172,6.94452914,C,0.066699418096984,6003.56121646338
Bryant town," 237 ","18","08704","02396615","1808704",1600000US1808704,Bryant,Bryant town,"43",C1,N,G4110,A,"825271","0","+40.5358325","-084.9633423",0," 237 ","18","08704","02396615","1808704",1600000US1808704,Bryant,Bryant town,"43",C1,N,G4110,A,"825271","0","+40.5358325","-084.9633423",1," 237 ","18","08704","02396615","1808704",1600000US1808704,Bryant,Bryant town,"43",C1,N,G4110,A,"825271","0","+40.5358325","-084.9633423","189853","490431","429528","429583","18","075","18075",IN,US,"4",NS,,,,,,,,,,,,LAKE,FRANKFORT DISTRICT,#N\A,,,,1,M,1.10057446,1.77120645,E,0.020429954484333,14702.5663490611
Bunker Hill town," 816 ","18","09136","02396616","1809136",1600000US1809136,Bunker Hill,Bunker Hill town,"43",C1,N,G4110,A,"1006847","0","+40.6600747","-086.1014236",0," 816 ","18","09136","02396616","1809136",1600000US1809136,Bunker Hill,Bunker Hill town,"43",C1,N,G4110,A,"1006847","0","+40.6600747","-086.1014236",1," 816 ","18","09136","02396616","1809136",1600000US1809136,Bunker Hill,Bunker Hill town,"43",C1,N,G4110,A,"1006847","0","+40.6600747","-086.1014236","335386","494552","424865","424972","18","103","18103",IN,US,"4",NS,,,,,,,,,,,,GREAT LAKES,HUNTINGTON DISTRICT,#N\A,,,,2,M,1.08527394,1.7465826,E,0.0201098126623961,11342.5145117157
Burket town," 122 ","18","09226","02396618","1809226",1600000US1809226,Burket,Burket town,"43",C1,N,G4110,A,"184736","0","+41.1548974","-085.9687308",0," 122 ","18","09226","02396618","1809226",1600000US1809226,Burket,Burket town,"43",C1,N,G4110,A,"184736","0","+41.1548974","-085.9687308",1," 122 ","18","09226","02396618","1809226",1600000US1809226,Burket,Burket town,"43",C1,N,G4110,A,"184736","0","+41.1548974","-085.9687308","195651","496236","425457","425473","18","085","18085",IN,US,"4",NS,,,,,,,,,,,,,,,,,,0,O,0.18343456,0.2952099,E,0.00343790122791263,0
Burlington town," 524 ","18","09244","02396619","1809244",1600000US1809244,Burlington,Burlington town,"43",C1,N,G4110,A,"1584611","0","+40.4819575","-086.3946459",0," 524 ","18","09244","02396619","1809244",1600000US1809244,Burlington,Burlington town,"43",C1,N,G4110,A,"1584611","0","+40.4819575","-086.3946459",1," 524 ","18","09244","02396619","1809244",1600000US1809244,Burlington,Burlington town,"43",C1,N,G4110,A,"1584611","0","+40.4819575","-086.3946459","198649","499234","422984","422982","18","015","18015",IN,US,"4",TPW,,,,,,,,,,,,,,,,,,0,O,0.58755751,0.94558404,E,0.00851556339409594,13705.2532179863
Burnettsville town," 390 ","18","09316","02396620","1809316",1600000US1809316,Burnettsville,Burnettsville town,"43",C1,N,G4110,A,"1931029","0","+40.7611794","-086.5946872",0," 390 ","18","09316","02396620","1809316",1600000US1809316,Burnettsville,Burnettsville town,"43",C1,N,G4110,A,"1931029","0","+40.7611794","-086.5946872",1," 390 ","18","09316","02396620","1809316",1600000US1809316,Burnettsville,Burnettsville town,"43",C1,N,G4110,A,"1931029","0","+40.7611794","-086.5946872","199809","500397","422774","422801","18","181","18181",IN,US,"4",TPW,,,,,,,,,,,,,,,,,,0,O,0.4429896,0.71292409,E,0.00841894754972423,0
Burns Harbor town," 2,135 ","18","09370","02396621","1809370",1600000US1809370,Burns Harbor,Burns Harbor town,"43",C1,N,G4110,A,"16671262","0","+41.6189222","-087.1258685",0," 2,135 ","18","09370","02396621","1809370",1600000US1809370,Burns Harbor,Burns Harbor town,"43",C1,N,G4110,A,"16671262","0","+41.6189222","-087.1258685",2," 2,135 ","18","09370","02396621","1809370",1600000US1809370,Burns Harbor,Burns Harbor town,"43",C1,N,G4110,A,"16671262","0","+41.6189222","-087.1258685","203156","503746","418978","418992","18","127","18127",IN,US,"4",LMIC,,,,,,,,,,,,,,,,,,0,O,0.17327654,0.27886212,C,0.00278412263311803,0
Butler city," 2,655 ","18","09532","02393482","1809532",1600000US1809532,Butler,Butler city,"25",C1,N,G4110,A,"5258334","0","+41.4271478","-084.8722663",0," 2,655 ","18","09532","02393482","1809532",1600000US1809532,Butler,Butler city,"25",C1,N,G4110,A,"5258334","0","+41.4271478","-084.8722663",1," 2,655 ","18","09532","02393482","1809532",1600000US1809532,Butler,Butler city,"25",C1,N,G4110,A,"5258334","0","+41.4271478","-084.8722663","334654","491817","430108","430136","18","033","18033",IN,US,"4",NS,,,AMTK,,,,,,,,,,CHICAGO LINE,,,A,S,2,M,0.18681198,0.30064534,E,0.00356029508454766,0
Cadiz town," 160 ","18","09712","02396622","1809712",1600000US1809712,Cadiz,Cadiz town,"43",C1,N,G4110,A,"373960","0","+39.9509234","-085.4868906",0," 160 ","18","09712","02396622","1809712",1600000US1809712,Cadiz,Cadiz town,"43",C1,N,G4110,A,"373960","0","+39.9509234","-085.4868906",1," 160 ","18","09712","02396622","1809712",1600000US1809712,Cadiz,Cadiz town,"43",C1,N,G4110,A,"373960","0","+39.9509234","-085.4868906","200493","501081","427994","427980","18","065","18065",IN,US,"4",CNUR,,,,,,,,,,,,,,,,,,0,X,0.14421018,0.23208426,E,0.00262262896061439,10271.1619673639
Cambridge City town," 1,739 ","18","09874","02396623","1809874",1600000US1809874,Cambridge City,Cambridge City town,"43",C1,N,G4110,A,"2611148","18280","+39.8120838","-085.1708197",0," 1,739 ","18","09874","02396623","1809874",1600000US1809874,Cambridge City,Cambridge City town,"43",C1,N,G4110,A,"2611148","18280","+39.8120838","-085.1708197",1," 1,739 ","18","09874","02396623","1809874",1600000US1809874,Cambridge City,Cambridge City town,"43",C1,N,G4110,A,"2611148","18280","+39.8120838","-085.1708197","193717","494302","428761","428954","18","177","18177",IN,US,"4",CNUR,,,,,,,,,,,,#N\A,,#N\A,,,,1,M,3.05324482,4.91373106,E,0.0528109604788947,0
Camden town," 597 ","18","09910","02396624","1809910",1600000US1809910,Camden,Camden town,"43",C1,N,G4110,A,"670323","0","+40.6099408","-086.5393492",0," 597 ","18","09910","02396624","1809910",1600000US1809910,Camden,Camden town,"43",C1,N,G4110,A,"670323","0","+40.6099408","-086.5393492",1," 597 ","18","09910","02396624","1809910",1600000US1809910,Camden,Camden town,"43",C1,N,G4110,A,"670323","0","+40.6099408","-086.5393492","191836","492418","422988","422956","18","015","18015",IN,US,"4",TPW,,,,,,,,,,,,NORTHERN,BRINGHURST,#N\A,,,,1,M,4.75674186,7.65524928,E,0.0695065778701121,0
Campbellsburg town," 532 ","18","10000","02396625","1810000",1600000US1810000,Campbellsburg,Campbellsburg town,"43",C1,N,G4110,A,"2568973","5103","+38.6523175","-086.2646027",0," 532 ","18","10000","02396625","1810000",1600000US1810000,Campbellsburg,Campbellsburg town,"43",C1,N,G4110,A,"2568973","5103","+38.6523175","-086.2646027",1," 532 ","18","10000","02396625","1810000",1600000US1810000,Campbellsburg,Campbellsburg town,"43",C1,N,G4110,A,"2568973","5103","+38.6523175","-086.2646027","194561","495146","424136","424155","18","175","18175",IN,US,"4",CSXT,,,,,,,,,,,,,HOOSIER,,,,,0,X,0.27139709,0.43677216,E,0.00478786518851691,0
Cannelburg town," 176 ","18","10090","02396626","1810090",1600000US1810090,Cannelburg,Cannelburg town,"43",C1,N,G4110,A,"536282","0","+38.6679009","-086.9975853",0," 176 ","18","10090","02396626","1810090",1600000US1810090,Cannelburg,Cannelburg town,"43",C1,N,G4110,A,"536282","0","+38.6679009","-086.9975853",0," 176 ","18","10090","02396626","1810090",1600000US1810090,Cannelburg,Cannelburg town,"43",C1,N,G4110,A,"536282","0","+38.6679009","-086.9975853","194600","495185","419364","419593","18","027","18027",IN,US,"4",CSXT,,,,,,,,,,,,LOUISVILLE,INDIANA (CSXT),#N\A,,,,1,M,2.58997925,4.1681759,C,0.0478236210705868,0
Cannelton city," 1,503 ","18","10108","02393730","1810108",1600000US1810108,Cannelton,Cannelton city,"25",C1,N,G4110,A,"3837728","234299","+37.9115431","-086.7387087",0," 1,503 ","18","10108","02393730","1810108",1600000US1810108,Cannelton,Cannelton city,"25",C1,N,G4110,A,"3837728","234299","+37.9115431","-086.7387087",1," 1,503 ","18","10108","02393730","1810108",1600000US1810108,Cannelton,Cannelton city,"25",C1,N,G4110,A,"3837728","234299","+37.9115431","-086.7387087","194767","495352","421841","422060","18","123","18123",IN,US,"4",HOS,,,,,,,,,,,,,,,,,,0,X,2.09001246,3.36355574,C,0.0324144359317108,0
Carbon town," 259 ","18","10198","02396627","1810198",1600000US1810198,Carbon,Carbon town,"43",C1,N,G4110,A,"385454","0","+39.5992193","-087.1077451",0," 259 ","18","10198","02396627","1810198",1600000US1810198,Carbon,Carbon town,"43",C1,N,G4110,A,"385454","0","+39.5992193","-087.1077451",0," 259 ","18","10198","02396627","1810198",1600000US1810198,Carbon,Carbon town,"43",C1,N,G4110,A,"385454","0","+39.5992193","-087.1077451","335278","494304","418620","419019","18","021","18021",IN,US,"4",CSXT,,,,,,,,,,,,CHICAGO,ST LOUIS LINE,#N\A,,,S,2,M,3.65804562,5.88706554,E,0.0683109182315304,0
